dataset	method	epsilon	time	pairs
cell31	PSI	18	0.033228923333333334	36
cell31	PSI	20	0.035390403333333334	39
cell310	BFE	10	0.060721802	14
cell310	BFE	12	0.07760249400000001	22
cell310	BFE	14	0.07698793866666667	22
cell310	BFE	16	0.08313273	32
cell310	BFE	18	0.08926057966666667	42
cell310	BFE	20	0.09273836633333334	51
cell310	PSI	10	0.026610878333333334	14
cell310	PSI	12	0.030785869333333334	22
cell310	PSI	14	0.03152005866666667	22
cell310	PSI	16	0.03358636	32
cell310	PSI	18	0.03948621966666667	42
cell310	PSI	20	0.041599252333333336	51
cell311	BFE	10	0.08887132733333333	45
cell311	BFE	12	0.10344660633333333	67
cell311	BFE	14	0.10917542266666666	80
cell311	BFE	16	0.11888279466666667	100
cell311	BFE	18	0.12560435066666667	110
cell311	BFE	20	0.13331081666666666	131
cell311	PSI	10	0.04204124066666667	45
cell311	PSI	12	0.049566681999999994	67
cell311	PSI	14	0.05070779333333333	80
cell311	PSI	16	0.05396237833333333	100
cell311	PSI	18	0.05765934733333333	110
cell311	PSI	20	0.06488147699999999	131
cell312	BFE	10	0.021736996999999997	0
cell312	BFE	12	0.021967925666666666	0
cell312	BFE	14	0.021980141333333335	0
cell312	BFE	16	0.021821048333333336	0
cell312	BFE	18	0.022339992666666666	0
cell312	BFE	20	0.021700312333333333	0
cell312	PSI	10	0.004494351666666666	0
cell312	PSI	12	0.004415759	0
cell312	PSI	14	0.004384628666666667	0
cell312	PSI	16	0.00441306	0
cell312	PSI	18	0.004336461666666667	0
cell312	PSI	20	0.004845451999999999	0
cell313	BFE	10	0.064914216	22
cell313	BFE	12	0.07085780933333333	32
cell313	BFE	14	0.08460177366666666	41
cell313	BFE	16	0.09284706866666667	55
cell313	BFE	18	0.09699059833333333	66
cell313	BFE	20	0.10780368133333333	82
cell313	PSI	10	0.029589155333333336	22
cell313	PSI	12	0.03162038466666667	32
cell313	PSI	14	0.03624347133333333	41
cell313	PSI	16	0.043377649666666664	55
cell313	PSI	18	0.043727230666666665	66
cell313	PSI	20	0.053557883333333334	82
cell314	BFE	10	0.052930296333333335	9
cell314	BFE	12	0.055951652000000004	17
cell314	BFE	14	0.066822344	21
cell314	BFE	16	0.06710868366666667	26
cell314	BFE	18	0.07017026133333334	29
cell314	BFE	20	0.07498107066666666	31
cell314	PSI	10	0.019197375333333332	9
cell314	PSI	12	0.022375568000000002	17
cell314	PSI	14	0.023401661666666667	21
cell314	PSI	16	0.025914528000000003	26
cell314	PSI	18	0.027481301666666666	29
cell314	PSI	20	0.029483735333333334	31
cell315	BFE	10	0.08406248133333334	38
cell315	BFE	12	0.09150425133333333	45
cell315	BFE	14	0.09367535399999999	54
cell315	BFE	16	0.099554106	62
cell315	BFE	18	0.11018776333333333	77
cell315	BFE	20	0.11600205066666668	89
cell315	PSI	10	0.033820712333333336	38
cell315	PSI	12	0.036630800000000005	45
cell315	PSI	14	0.041440408333333324	54
cell315	PSI	16	0.04355494133333333	62
cell315	PSI	18	0.048761751666666665	77
cell315	PSI	20	0.05447994433333333	89
cell316	BFE	10	0.08884226533333334	37
cell316	BFE	12	0.09709072833333333	48
cell316	BFE	14	0.10340411466666667	65
cell316	BFE	16	0.11203102533333334	90
cell316	BFE	18	0.12085664033333333	105
cell316	BFE	20	0.13343642566666666	135
cell316	PSI	10	0.040441949	37
cell316	PSI	12	0.042038739	48
cell316	PSI	14	0.049753688	65
cell316	PSI	16	0.05134501733333333	90
cell316	PSI	18	0.055458112999999996	105
cell316	PSI	20	0.060901482	135
cell317	BFE	10	0.06467480166666667	12
cell317	BFE	12	0.058617546	18
cell317	BFE	14	0.07157500933333333	24
cell317	BFE	16	0.08066589766666667	32
cell317	BFE	18	0.08736413033333333	39
cell317	BFE	20	0.10197412666666668	50
cell317	PSI	10	0.018766696666666666	12
cell317	PSI	12	0.025108837666666668	18
cell317	PSI	14	0.027926344000000002	24
cell317	PSI	16	0.033227084000000004	32
cell317	PSI	18	0.03608053866666667	39
cell317	PSI	20	0.04096185533333334	50
cell318	BFE	10	0.05050529966666667	9
cell318	BFE	12	0.05632218333333333	18
cell318	BFE	14	0.07177641466666666	30
cell318	BFE	16	0.07678371166666667	34
cell318	BFE	18	0.07730719666666666	34
cell318	BFE	20	0.10028498933333332	43
cell318	PSI	10	0.016910949999999998	9
cell318	PSI	12	0.021904218333333333	18
cell318	PSI	14	0.027882486999999997	30
cell318	PSI	16	0.029614870333333335	34
cell318	PSI	18	0.03084291133333333	34
cell318	PSI	20	0.036050724	43
cell319	BFE	10	0.055727587333333335	12
cell319	BFE	12	0.06006135233333333	21
cell319	BFE	14	0.06600322566666667	30
cell319	BFE	16	0.08569407733333333	47
cell319	BFE	18	0.09425043233333334	68
cell319	BFE	20	0.11391091566666667	83
cell319	PSI	10	0.030663624666666667	12
cell319	PSI	12	0.026506249	21
cell319	PSI	14	0.032205046333333334	30
cell319	PSI	16	0.03886977366666667	47
cell319	PSI	18	0.043247620333333334	68
cell319	PSI	20	0.044629630000000003	83
cell32	BFE	10	0.06407903766666667	10
cell32	BFE	12	0.06783663333333333	14
cell32	BFE	14	0.07956298333333334	25
cell32	BFE	16	0.08494975966666668	29
cell32	BFE	18	0.08683717433333334	33
cell32	BFE	20	0.08958222533333333	37
cell32	PSI	10	0.025267393333333332	10
cell32	PSI	12	0.029202068	14
cell32	PSI	14	0.034489228000000004	25
cell32	PSI	16	0.035065989	29
cell32	PSI	18	0.03491509066666667	33
cell32	PSI	20	0.037696102333333335	37
cell320	BFE	10	0.051916269	13
cell320	BFE	12	0.05608694333333333	18
cell320	BFE	14	0.06933309966666666	19
cell320	BFE	16	0.07719645066666667	30
cell320	BFE	18	0.08209040566666666	44
cell320	BFE	20	0.08817260233333335	57
cell320	PSI	10	0.029406940333333333	13
cell320	PSI	12	0.031131735	18
cell320	PSI	14	0.025875793666666667	19
cell320	PSI	16	0.030716569000000003	30
cell320	PSI	18	0.03467277266666667	44
cell320	PSI	20	0.038016562000000004	57
cell321	BFE	10	0.020296442666666664	0
cell321	BFE	12	0.020364401333333334	0
cell321	BFE	14	0.02032748933333333	0
cell321	BFE	16	0.019712075333333332	0
cell321	BFE	18	0.020141432333333334	0
cell321	BFE	20	0.020299978	0
cell321	PSI	10	0.003601824	0
cell321	PSI	12	0.0037002753333333334	0
cell321	PSI	14	0.003510514	0
cell321	PSI	16	0.003593307	0
cell321	PSI	18	0.003596565	0
cell321	PSI	20	0.003637933	0
cell322	BFE	10	0.019683119333333332	0
cell322	BFE	12	0.019399203333333333	0
cell322	BFE	14	0.019585753333333334	0
cell322	BFE	16	0.019449622666666666	0
cell322	BFE	18	0.019126481666666667	0
cell322	BFE	20	0.018981901	0
cell322	PSI	10	0.0031272193333333333	0
cell322	PSI	12	0.0031894223333333335	0
cell322	PSI	14	0.0031556220000000003	0
cell322	PSI	16	0.0032618066666666667	0
cell322	PSI	18	0.0031852083333333333	0
cell322	PSI	20	0.003318204	0
cell323	BFE	10	0.018998974000000002	0
cell323	BFE	12	0.018768217	0
cell323	BFE	14	0.018971188	0
cell323	BFE	16	0.018692673666666666	0
cell323	BFE	18	0.018870039	0
cell323	BFE	20	0.018955172333333332	0
cell323	PSI	10	0.002923701333333333	0
cell323	PSI	12	0.0028103606666666663	0
cell323	PSI	14	0.002927051333333333	0
cell323	PSI	16	0.0029471066666666664	0
cell323	PSI	18	0.0029525496666666664	0
cell323	PSI	20	0.0029350996666666664	0
cell324	BFE	10	0.020203328	0
cell324	BFE	12	0.020062819333333332	0
cell324	BFE	14	0.020533111333333333	0
cell324	BFE	16	0.020166243	0
cell324	BFE	18	0.01977421966666667	0
cell324	BFE	20	0.020170486	0
cell324	PSI	10	0.003639146	0
cell324	PSI	12	0.003609708666666667	0
cell324	PSI	14	0.003789072	0
cell324	PSI	16	0.003878428	0
cell324	PSI	18	0.0036140616666666668	0
cell324	PSI	20	0.0037024653333333334	0
cell325	BFE	10	0.054555671	12
cell325	BFE	12	0.057933940333333336	12
cell325	BFE	14	0.05563597666666667	14
cell325	BFE	16	0.072128835	17
cell325	BFE	18	0.07370447766666667	19
cell325	BFE	20	0.07132377766666667	19
cell325	PSI	10	0.030214209000000002	12
cell325	PSI	12	0.021743457	12
cell325	PSI	14	0.029583598000000003	14
cell325	PSI	16	0.024986221333333333	17
cell325	PSI	18	0.025914964	19
cell325	PSI	20	0.027008411666666666	19
cell326	BFE	10	0.024086533333333333	0
cell326	BFE	12	0.025640776666666667	0
cell326	BFE	14	0.045443378666666666	6
cell326	BFE	16	0.04845159866666667	6
cell326	BFE	18	0.052428187999999994	9
cell326	BFE	20	0.050074848000000005	9
cell326	PSI	10	0.005722703333333333	0
cell326	PSI	12	0.007497000333333333	0
cell326	PSI	14	0.023961600333333333	6
cell326	PSI	16	0.015365035666666667	6
cell326	PSI	18	0.016064672333333332	9
cell326	PSI	20	0.025808046333333334	9
cell327	BFE	10	0.05702746533333334	9
cell327	BFE	12	0.056866016666666665	9
cell327	BFE	14	0.06191648833333334	15
cell327	BFE	16	0.079028212	32
cell327	BFE	18	0.08979849	37
cell327	BFE	20	0.09285234299999999	43
cell327	PSI	10	0.030437258333333335	9
cell327	PSI	12	0.030873191666666664	9
cell327	PSI	14	0.028878594333333334	15
cell327	PSI	16	0.036130322	32
cell327	PSI	18	0.03820105333333333	37
cell327	PSI	20	0.03663633333333333	43
cell328	BFE	10	0.039433279	3
cell328	BFE	12	0.03976107	3
cell328	BFE	14	0.040186437666666665	3
cell328	BFE	16	0.03984275566666667	3
cell328	BFE	18	0.040511219	3
cell328	BFE	20	0.04022986666666667	3
cell328	PSI	10	0.009376935999999999	3
cell328	PSI	12	0.009697111333333333	3
cell328	PSI	14	0.009125210666666666	3
cell328	PSI	16	0.012238648	3
cell328	PSI	18	0.009176924999999999	3
cell328	PSI	20	0.009067461333333332	3
cell329	BFE	10	0.02062251966666667	0
cell329	BFE	12	0.020402120666666666	0
cell329	BFE	14	0.020465212333333333	0
cell329	BFE	16	0.020259978	0
cell329	BFE	18	0.01985532	0
cell329	BFE	20	0.02022636766666667	0
cell329	PSI	10	0.003394447666666667	0
cell329	PSI	12	0.0034531613333333333	0
cell329	PSI	14	0.003365456333333333	0
cell329	PSI	16	0.003561277333333333	0
cell329	PSI	18	0.003475484666666667	0
cell329	PSI	20	0.00345817	0
cell33	BFE	10	0.055698921666666665	6
cell33	BFE	12	0.05608158	8
cell33	BFE	14	0.05825121233333334	10
cell33	BFE	16	0.06365320099999999	21
cell33	BFE	18	0.07722247833333333	30
cell33	BFE	20	0.085913064	35
cell33	PSI	10	0.030200594	6
cell33	PSI	12	0.03005618133333333	8
cell33	PSI	14	0.024003421333333334	10
cell33	PSI	16	0.029620117999999997	21
cell33	PSI	18	0.033611903	30
cell33	PSI	20	0.03485185366666667	35
cell330	BFE	10	0.091870695	34
cell330	BFE	12	0.09786270166666668	49
cell330	BFE	14	0.10472392033333333	59
cell330	BFE	16	0.11175205399999999	67
cell330	BFE	18	0.11326703866666667	78
cell330	BFE	20	0.14471395933333334	98
cell330	PSI	10	0.04053726566666667	34
cell330	PSI	12	0.045291488	49
cell330	PSI	14	0.05171043833333333	59
cell330	PSI	16	0.05197910233333334	67
cell330	PSI	18	0.05470009166666667	78
cell330	PSI	20	0.07145402733333334	98
cell331	BFE	10	0.049326364	3
cell331	BFE	12	0.056046925000000004	13
cell331	BFE	14	0.06909650166666667	17
cell331	BFE	16	0.069398127	19
cell331	BFE	18	0.07271426933333333	22
cell331	BFE	20	0.08387609166666667	23
cell331	PSI	10	0.022919825666666664	3
cell331	PSI	12	0.022329635666666667	13
cell331	PSI	14	0.022363326666666666	17
cell331	PSI	16	0.025664144333333333	19
cell331	PSI	18	0.026785624666666667	22
cell331	PSI	20	0.030354552666666666	23
cell332	BFE	10	0.08265407466666666	28
cell332	BFE	12	0.090786571	44
cell332	BFE	14	0.09847517333333333	59
cell332	BFE	16	0.11095876933333333	73
cell332	BFE	18	0.11825572133333334	85
cell332	BFE	20	0.13216082233333334	95
cell332	PSI	10	0.03505011	28
cell332	PSI	12	0.040821901333333334	44
cell332	PSI	14	0.045056699666666665	59
cell332	PSI	16	0.049736296	73
cell332	PSI	18	0.05217515266666667	85
cell332	PSI	20	0.055755318	95
cell333	BFE	10	0.040146374666666665	3
cell333	BFE	12	0.04054006266666667	3
cell333	BFE	14	0.041128397	3
cell333	BFE	16	0.04087307233333333	3
cell333	BFE	18	0.040228687666666665	3
cell333	BFE	20	0.041760677	5
cell333	PSI	10	0.009334109	3
cell333	PSI	12	0.009408638	3
cell333	PSI	14	0.009372027	3
cell333	PSI	16	0.009474069	3
cell333	PSI	18	0.012596459666666665	3
cell333	PSI	20	0.021940016666666666	5
cell334	BFE	10	0.06031957466666667	11
cell334	BFE	12	0.07334592266666667	15
cell334	BFE	14	0.07466151833333334	20
cell334	BFE	16	0.076260633	23
cell334	BFE	18	0.08198958	24
cell334	BFE	20	0.078471564	24
cell334	PSI	10	0.022644213666666666	11
cell334	PSI	12	0.023982633666666666	15
cell334	PSI	14	0.026187865333333334	20
cell334	PSI	16	0.029808541333333334	23
cell334	PSI	18	0.031427587666666666	24
cell334	PSI	20	0.031605993	24
cell335	BFE	10	0.029727178333333333	0
cell335	BFE	12	0.03009845133333333	0
cell335	BFE	14	0.029785765	0
cell335	BFE	16	0.04681664966666666	6
cell335	BFE	18	0.04879394233333333	8
cell335	BFE	20	0.056049081333333334	12
cell335	PSI	10	0.009840909333333333	0
cell335	PSI	12	0.009775125	0
cell335	PSI	14	0.010730481	0
cell335	PSI	16	0.017564010666666668	6
cell335	PSI	18	0.024786842	8
cell335	PSI	20	0.025268306333333334	12
cell336	BFE	10	0.05757438833333333	11
cell336	BFE	12	0.06977072966666667	12
cell336	BFE	14	0.07120053833333334	18
cell336	BFE	16	0.06239686666666667	18
cell336	BFE	18	0.075387604	22
cell336	BFE	20	0.085789154	29
cell336	PSI	10	0.031116775666666666	11
cell336	PSI	12	0.023245071333333332	12
cell336	PSI	14	0.026845780666666666	18
cell336	PSI	16	0.02680876366666667	18
cell336	PSI	18	0.028730667	22
cell336	PSI	20	0.033097124	29
cell337	BFE	10	0.05267937633333334	6
cell337	BFE	12	0.054070946	9
cell337	BFE	14	0.056667127	12
cell337	BFE	16	0.061212423	20
cell337	BFE	18	0.06519650366666667	31
cell337	BFE	20	0.07916638366666667	33
cell337	PSI	10	0.029133927666666667	6
cell337	PSI	12	0.025857728333333333	9
cell337	PSI	14	0.030611144666666666	12
cell337	PSI	16	0.025854851	20
cell337	PSI	18	0.031226777666666667	31
cell337	PSI	20	0.032468054999999996	33
cell338	BFE	10	0.05908235666666667	6
cell338	BFE	12	0.06270451333333334	14
cell338	BFE	14	0.076037715333333325	18
cell338	BFE	16	0.079239932	21
cell338	BFE	18	0.07833558233333333	29
cell338	BFE	20	0.09318516733333333	49
cell338	PSI	10	0.024683186666666666	6
cell338	PSI	12	0.026324627333333333	14
cell338	PSI	14	0.028533413333333334	18
cell338	PSI	16	0.030379264	21
cell338	PSI	18	0.035718981	29
cell338	PSI	20	0.04374916066666667	49
cell339	BFE	10	0.05444035033333333	3
cell339	BFE	12	0.058427197666666666	8
cell339	BFE	14	0.061095006	13
cell339	BFE	16	0.063544693	19
cell339	BFE	18	0.076759021	28
cell339	BFE	20	0.08496542266666667	37
cell339	PSI	10	0.027064668333333333	3
cell339	PSI	12	0.033615068	8
cell339	PSI	14	0.025416663666666665	13
cell339	PSI	16	0.027321451333333333	19
cell339	PSI	18	0.02977700233333333	28
cell339	PSI	20	0.03865837566666667	37
cell34	BFE	10	0.05837955833333333	3
cell34	BFE	12	0.05979914766666667	5
cell34	BFE	14	0.08134637766666666	8
cell34	BFE	16	0.07424242266666667	11
cell34	BFE	18	0.06609600433333333	14
cell34	BFE	20	0.08021270533333333	21
cell34	PSI	10	0.030140588	3
cell34	PSI	12	0.031139056000000002	5
cell34	PSI	14	0.028599797666666666	8
cell34	PSI	16	0.02732908466666667	11
cell34	PSI	18	0.027134151	14
cell34	PSI	20	0.028731187666666668	21
cell340	BFE	10	0.03769614133333333	0
cell340	BFE	12	0.03817857966666667	0
cell340	BFE	14	0.038514934333333334	0
cell340	BFE	16	0.038241866666666666	0
cell340	BFE	18	0.03963154533333333	0
cell340	BFE	20	0.040830709666666666	0
cell340	PSI	10	0.013313458333333333	0
cell340	PSI	12	0.013659522	0
cell340	PSI	14	0.013743567333333335	0
cell340	PSI	16	0.013754183666666668	0
cell340	PSI	18	0.01426971	0
cell340	PSI	20	0.014973483	0
cell341	BFE	10	0.053677705666666665	6
cell341	BFE	12	0.052403064	6
cell341	BFE	14	0.054760226333333335	6
cell341	BFE	16	0.05447716	6
cell341	BFE	18	0.058704365	13
cell341	BFE	20	0.06526968899999999	24
cell341	PSI	10	0.02636863433333333	6
cell341	PSI	12	0.026412486000000002	6
cell341	PSI	14	0.029186871	6
cell341	PSI	16	0.029950420333333335	6
cell341	PSI	18	0.029740826666666668	13
cell341	PSI	20	0.030097725333333332	24
cell342	BFE	10	0.02417453933333333	0
cell342	BFE	12	0.024067104333333332	0
cell342	BFE	14	0.023774663333333335	0
cell342	BFE	16	0.023667532	0
cell342	BFE	18	0.02392635933333333	0
cell342	BFE	20	0.023836447666666667	0
cell342	PSI	10	0.005558342	0
cell342	PSI	12	0.005686722666666666	0
cell342	PSI	14	0.005440301666666667	0
cell342	PSI	16	0.0056247426666666675	0
cell342	PSI	18	0.005548756	0
cell342	PSI	20	0.005796355333333334	0
cell343	BFE	10	0.029199650333333334	0
cell343	BFE	12	0.030138504666666666	0
cell343	BFE	14	0.030450668666666666	0
cell343	BFE	16	0.04615013866666667	3
cell343	BFE	18	0.046238881333333336	3
cell343	BFE	20	0.053740389	13
cell343	PSI	10	0.008845932	0
cell343	PSI	12	0.010422589999999999	0
cell343	PSI	14	0.010572869	0
cell343	PSI	16	0.012974385	3
cell343	PSI	18	0.013220504666666667	3
cell343	PSI	20	0.027878235333333334	13
cell344	BFE	10	0.046354382666666666	6
cell344	BFE	12	0.04713160233333334	8
cell344	BFE	14	0.046792908	8
cell344	BFE	16	0.048665646666666666	11
cell344	BFE	18	0.06559799266666667	18
cell344	BFE	20	0.067971515	22
cell344	PSI	10	0.016045703333333335	6
cell344	PSI	12	0.016683622333333332	8
cell344	PSI	14	0.017797133666666666	8
cell344	PSI	16	0.026026939000000002	11
cell344	PSI	18	0.020377956	18
cell344	PSI	20	0.02405883966666667	22
cell345	BFE	10	0.027954162666666667	0
cell345	BFE	12	0.027739180666666665	0
cell345	BFE	14	0.028653492333333332	0
cell345	BFE	16	0.028177041333333333	0
cell345	BFE	18	0.028650542666666664	0
cell345	BFE	20	0.028262850666666665	0
cell345	PSI	10	0.008684266333333333	0
cell345	PSI	12	0.008754777333333333	0
cell345	PSI	14	0.008444049333333334	0
cell345	PSI	16	0.008432410333333333	0
cell345	PSI	18	0.009171369	0
cell345	PSI	20	0.008835591333333333	0
cell346	BFE	10	0.08164683266666667	22
cell346	BFE	12	0.08810517933333334	31
cell346	BFE	14	0.08835094366666667	44
cell346	BFE	16	0.09521987066666666	48
cell346	BFE	18	0.10635152099999999	67
cell346	BFE	20	0.114071914	79
cell346	PSI	10	0.03445275933333333	22
cell346	PSI	12	0.03841789833333334	31
cell346	PSI	14	0.04325702233333333	44
cell346	PSI	16	0.04610213366666666	48
cell346	PSI	18	0.049143751	67
cell346	PSI	20	0.05731253066666667	79
cell347	BFE	10	0.034173801999999996	0
cell347	BFE	12	0.03443756133333334	0
cell347	BFE	14	0.034310395333333334	0
cell347	BFE	16	0.03581864766666667	0
cell347	BFE	18	0.03610263166666667	0
cell347	BFE	20	0.05403657966666667	6
cell347	PSI	10	0.011189886	0
cell347	PSI	12	0.011640627	0
cell347	PSI	14	0.011305411333333334	0
cell347	PSI	16	0.012469158333333332	0
cell347	PSI	18	0.012834532	0
cell347	PSI	20	0.02922507933333333	6
cell348	BFE	10	0.025555410666666667	0
cell348	BFE	12	0.02514597166666667	0
cell348	BFE	14	0.02562755066666667	0
cell348	BFE	16	0.025641431333333336	0
cell348	BFE	18	0.02565803666666667	0
cell348	BFE	20	0.027110157666666666	0
cell348	PSI	10	0.006642299333333333	0
cell348	PSI	12	0.006707150333333333	0
cell348	PSI	14	0.006997049333333333	0
cell348	PSI	16	0.006752195666666667	0
cell348	PSI	18	0.006711690333333333	0
cell348	PSI	20	0.008224415666666667	0
cell349	BFE	10	0.084828371	24
cell349	BFE	12	0.09250830033333333	44
cell349	BFE	14	0.103582933	66
cell349	BFE	16	0.11021321	78
cell349	BFE	18	0.11929845166666667	102
cell349	BFE	20	0.12948354866666667	118
cell349	PSI	10	0.03428653366666667	24
cell349	PSI	12	0.039480208	44
cell349	PSI	14	0.04558144166666667	66
cell349	PSI	16	0.05226680333333333	78
cell349	PSI	18	0.056424553333333335	102
cell349	PSI	20	0.061107921333333336	118
cell35	BFE	10	0.09284508533333334	31
cell35	BFE	12	0.09218470733333334	43
cell35	BFE	14	0.10002581433333334	52
cell35	BFE	16	0.10089713766666666	59
cell35	BFE	18	0.10818678466666666	65
cell35	BFE	20	0.11729220733333333	84
cell35	PSI	10	0.038872842	31
cell35	PSI	12	0.04490898933333333	43
cell35	PSI	14	0.045020982666666674	52
cell35	PSI	16	0.049877053	59
cell35	PSI	18	0.049254732333333336	65
cell35	PSI	20	0.05632491133333334	84
cell350	BFE	10	0.053671748	3
cell350	BFE	12	0.057800295333333335	9
cell350	BFE	14	0.05816007233333333	9
cell350	BFE	16	0.05916258333333334	11
cell350	BFE	18	0.06242853166666666	17
cell350	BFE	20	0.06389653166666667	20
cell350	PSI	10	0.02485175666666667	3
cell350	PSI	12	0.027382123666666664	9
cell350	PSI	14	0.029591715666666667	9
cell350	PSI	16	0.02460157933333333	11
cell350	PSI	18	0.027614081333333332	17
cell350	PSI	20	0.02800126	20
cell351	BFE	10	0.024295204	0
cell351	BFE	12	0.024176020666666666	0
cell351	BFE	14	0.024292507	0
cell351	BFE	16	0.024352246666666667	0
cell351	BFE	18	0.024877471333333335	0
cell351	BFE	20	0.024360689	0
cell351	PSI	10	0.006089866	0
cell351	PSI	12	0.006109859666666667	0
cell351	PSI	14	0.005837713	0
cell351	PSI	16	0.006156932333333333	0
cell351	PSI	18	0.005924056666666667	0
cell351	PSI	20	0.005990538333333333	0
cell352	BFE	10	0.07575689666666667	9
cell352	BFE	12	0.074492844	11
cell352	BFE	14	0.07662757166666666	12
cell352	BFE	16	0.07504972500000001	12
cell352	BFE	18	0.07707294133333333	12
cell352	BFE	20	0.08036568066666668	15
cell352	PSI	10	0.02596477566666667	9
cell352	PSI	12	0.026450666666666667	11
cell352	PSI	14	0.026947304	12
cell352	PSI	16	0.0278128	12
cell352	PSI	18	0.028152659666666666	12
cell352	PSI	20	0.029794640666666664	15
cell353	BFE	10	0.019629877333333334	0
cell353	BFE	12	0.019803525	0
cell353	BFE	14	0.019611407666666667	0
cell353	BFE	16	0.020634991666666668	0
cell353	BFE	18	0.019821169333333333	0
cell353	BFE	20	0.020623194	0
cell353	PSI	10	0.0033955366666666665	0
cell353	PSI	12	0.003498238	0
cell353	PSI	14	0.003439829	0
cell353	PSI	16	0.003585511	0
cell353	PSI	18	0.0035193	0
cell353	PSI	20	0.00349833	0
cell354	BFE	10	0.047986665	9
cell354	BFE	12	0.04972128966666667	11
cell354	BFE	14	0.049432214	11
cell354	BFE	16	0.06551781799999999	15
cell354	BFE	18	0.068708692	21
cell354	BFE	20	0.07602971433333333	31
cell354	PSI	10	0.024391365666666665	9
cell354	PSI	12	0.02555899	11
cell354	PSI	14	0.02320362	11
cell354	PSI	16	0.022193377666666667	15
cell354	PSI	18	0.025317021333333335	21
cell354	PSI	20	0.02937164266666667	31
cell355	BFE	10	0.094833842	41
cell355	BFE	12	0.10381621033333334	68
cell355	BFE	14	0.11582599833333333	102
cell355	BFE	16	0.14114843000000002	150
cell355	BFE	18	0.156844991	191
cell355	BFE	20	0.17300804733333333	221
cell355	PSI	10	0.04067553433333333	41
cell355	PSI	12	0.04808145266666667	68
cell355	PSI	14	0.05391003633333334	102
cell355	PSI	16	0.06152550833333333	150
cell355	PSI	18	0.068888807	191
cell355	PSI	20	0.079666981	221
cell356	BFE	10	0.028061113000000002	0
cell356	BFE	12	0.027722882333333334	0
cell356	BFE	14	0.02903053766666667	0
cell356	BFE	16	0.028917727	0
cell356	BFE	18	0.029522304	0
cell356	BFE	20	0.046096318000000004	3
cell356	PSI	10	0.008322557333333333	0
cell356	PSI	12	0.008281054666666668	0
cell356	PSI	14	0.009789562333333333	0
cell356	PSI	16	0.009599317333333334	0
cell356	PSI	18	0.009837384666666667	0
cell356	PSI	20	0.012524979999999998	3
cell357	BFE	10	0.03564308	0
cell357	BFE	12	0.036281358666666666	0
cell357	BFE	14	0.035452820333333336	0
cell357	BFE	16	0.036138134333333335	0
cell357	BFE	18	0.03661208766666667	0
cell357	BFE	20	0.038708920333333334	0
cell357	PSI	10	0.012277720666666667	0
cell357	PSI	12	0.013185198333333334	0
cell357	PSI	14	0.012332035666666666	0
cell357	PSI	16	0.012406064	0
cell357	PSI	18	0.012265739333333333	0
cell357	PSI	20	0.013826678666666667	0
cell358	BFE	10	0.058519604	8
cell358	BFE	12	0.07094378733333334	9
cell358	BFE	14	0.07485037166666668	14
cell358	BFE	16	0.08116917433333333	18
cell358	BFE	18	0.08386949166666667	27
cell358	BFE	20	0.08799792066666666	27
cell358	PSI	10	0.03188252433333333	8
cell358	PSI	12	0.023139601333333332	9
cell358	PSI	14	0.026954538333333333	14
cell358	PSI	16	0.03101241366666667	18
cell358	PSI	18	0.03324997933333334	27
cell358	PSI	20	0.03466765366666667	27
cell359	BFE	10	0.037046816	0
cell359	BFE	12	0.05295637433333333	3
cell359	BFE	14	0.054891489	6
cell359	BFE	16	0.05516961433333333	6
cell359	BFE	18	0.057479878666666664	8
cell359	BFE	20	0.060343162	13
cell359	PSI	10	0.013381099666666667	0
cell359	PSI	12	0.027401359333333333	3
cell359	PSI	14	0.026192244333333333	6
cell359	PSI	16	0.026255582333333336	6
cell359	PSI	18	0.029269700333333332	8
cell359	PSI	20	0.025252417	13
cell36	BFE	10	0.05068618833333334	3
cell36	BFE	12	0.05243044366666667	5
cell36	BFE	14	0.054281965	8
cell36	BFE	16	0.05627173333333333	12
cell36	BFE	18	0.06042849633333334	17
cell36	BFE	20	0.07398758533333334	21
cell36	PSI	10	0.021469651	3
cell36	PSI	12	0.024790763666666667	5
cell36	PSI	14	0.020277463000000003	8
cell36	PSI	16	0.029068697666666664	12
cell36	PSI	18	0.025439961	17
cell36	PSI	20	0.027248166666666667	21
cell360	BFE	10	0.025486060666666664	0
cell360	BFE	12	0.023308158333333332	0
cell360	BFE	14	0.023259333333333333	0
cell360	BFE	16	0.022849051333333332	0
cell360	BFE	18	0.022747907333333334	0
cell360	BFE	20	0.023307969333333334	0
cell360	PSI	10	0.005087781666666667	0
cell360	PSI	12	0.005323132	0
cell360	PSI	14	0.005002818333333333	0
cell360	PSI	16	0.005228763333333333	0
cell360	PSI	18	0.005220292333333333	0
cell360	PSI	20	0.005344577333333334	0
cell361	BFE	10	0.023463003666666666	0
cell361	BFE	12	0.02335844	0
cell361	BFE	14	0.023522824666666668	0
cell361	BFE	16	0.023568173666666668	0
cell361	BFE	18	0.02391636	0
cell361	BFE	20	0.024050815	0
cell361	PSI	10	0.005650667666666667	0
cell361	PSI	12	0.005923322	0
cell361	PSI	14	0.005677966666666667	0
cell361	PSI	16	0.00591284	0
cell361	PSI	18	0.005865158333333333	0
cell361	PSI	20	0.006243772666666666	0
cell362	BFE	10	0.025827071	0
cell362	BFE	12	0.026182062666666665	0
cell362	BFE	14	0.02529365	0
